Price,Bedroom2,Landsize,BuildingArea,Lattitude,Longtitude
1625000,3,283,160.0,-37.8362,145.064
1750000,3,780,,-37.8328,145.0679
3300000,3,417,220.0,-37.831,145.0621
667000,2,83,81.0,-37.8355,145.0633
2800000,5,805,,-37.8459,145.0721
1175000,2,246,,-37.8336,145.0612
775000,2,103,,-37.8406,145.0545
2220000,3,850,,-37.8456,145.0865
2015000,4,772,145.0,-37.8441,145.0806
700000,2,631,75.0,-37.8434,145.081
1700000,3,970,,-37.8344,145.0818
3225000,4,632,270.0,-37.8244,145.064
810000,2,0,,-37.8357,145.0595
3320000,5,741,407.0,-37.8422,145.064
2125000,4,603,282.0,-37.8437,145.069
2030000,4,686,210.0,-37.8458,145.0611
2750000,4,0,257.0,-37.8325,145.0649
2000000,4,697,271.0,-37.836,145.056
706000,2,95,,-37.8399,145.0912
2250000,5,639,453.0,-37.8303,145.0668
2740000,4,643,363.0,-37.8421,145.0719
2950000,4,687,215.0,-37.8186,145.0706
1587500,3,459,130.0,-37.8265,145.072
1550000,4,318,232.0,-37.822,145.0864
765000,2,543,,-37.8295,145.0774
830000,2,110,83.0,-37.8264,145.0824
2375000,4,653,229.0,-37.8292,145.0852
2900000,5,795,297.0,-37.8181,145.0668
2200000,3,468,148.0,-37.8264,145.0741
2620000,4,717,235.0,-37.8266,145.0849
1305000,2,342,104.0,-37.8326,145.081
4350000,4,788,,-37.8215,145.0731
928000,3,145,140.0,-37.8233,145.0769
2930000,5,645,222.0,-37.8317,145.0738
2950000,4,812,173.0,-37.8323,145.0842
3800000,4,858,,-37.8183,145.0667
722000,2,0,92.0,-37.8205,145.0828
2350000,5,838,282.0,-37.8252,145.0721
1680000,3,387,,-37.8227,145.0845
1640000,3,352,207.0,-37.827,145.0737
1680000,3,325,197.0,-37.826,145.0729
3550000,5,684,427.0,-37.832,145.0853
1385000,2,444,,-37.826,145.0734
3400000,4,845,411.0,-37.8184,145.0702
690500,2,118,,-37.8257,145.0856
1850000,3,361,216.0,-37.8206,145.0785
736000,2,132,,-37.8234,145.0731
1843000,3,0,,-37.8207,145.0854
685000,2,122,,-37.8236,145.0729
1800000,2,716,,-37.8213,145.079
1800000,3,316,,-37.8273,145.0786
3145000,4,796,276.0,-37.8266,145.072
1742000,4,780,,-37.8206,145.0678
1420000,3,278,,-37.8273,145.0752
1016000,2,0,,-37.8291,145.0826
1330000,3,314,,-37.7871,144.9766
1540000,3,169,,-37.7821,144.9753
1425000,4,122,130.0,-37.7893,144.9696
1725000,2,210,,-37.7844,144.972
1280000,3,203,,-37.7824,144.9733
2950000,3,499,164.0,-37.7811,144.9715
2175000,3,418,163.0,-37.7808,144.9736
765000,2,1031,,-37.784,144.9715
800000,2,73,104.0,-37.7852,144.9719
1301000,2,133,,-37.786,144.9704
2718000,4,538,142.0,-37.7816,144.9714
468000,1,861,,-37.7851,144.9723
2400000,1,413,172.0,-37.7875,144.9759
2210000,2,190,,-37.7847,144.9741
1330000,2,116,,-37.7904,144.9726
2520000,4,504,168.0,-37.7805,144.9721
1214000,3,144,,-37.7885,144.9757
1955000,3,163,135.0,-37.786,144.9751
390000,1,0,,-37.7907,144.9691
885000,1,93,,-37.7888,144.9698
2050000,3,84,148.0,-37.7879,144.9736
910000,3,100,,-37.7879,144.9759
880000,2,142,,-37.7911,144.9688
1950000,4,207,162.0,-37.7804,144.9748
1280000,3,131,,-37.7846,144.9704
437000,1,0,56.0,-37.7798,144.9707
1150000,2,373,,-37.7828,144.9702
520000,2,0,86.0,-37.7813,144.9773
570000,2,0,76.0,-37.7902,144.97
820000,3,0,96.0,-37.897,145.0623
795000,2,133,104.0,-37.8911,145.0539
600000,2,73,61.0,-37.897,145.0593
1295000,3,425,166.0,-37.8876,145.0502
1275000,4,365,,-37.8877,145.0507
1620000,3,808,,-37.8982,145.0461
510000,2,0,69.0,-37.8912,145.0644
255000,1,0,,-37.8875,145.0599
890000,2,282,111.0,-37.8957,145.0528
346000,1,60,48.0,-37.8965,145.0618
860000,3,1113,113.0,-37.8972,145.0642
586000,2,898,,-37.9003,145.0634
772000,2,0,100.0,-37.8863,145.066
1506000,4,561,204.0,-37.8934,145.0633
675000,3,0,107.0,-37.8972,145.0642
525000,2,0,67.0,-37.8893,145.0589
290000,1,0,50.0,-37.8858,145.0632
363000,1,0,,-37.8982,145.0625
360000,2,0,70.0,-37.9032,145.0555
967500,3,299,115.0,-37.8973,145.053
1350000,1,265,,-37.8881,145.0537
516000,2,0,,-37.889,145.0533
330000,1,0,33.0,-37.8888,145.0533
1600000,4,751,40.0,-37.8945,145.0648
1170000,2,461,,-37.8988,145.0516
260000,1,0,,-37.8983,145.0627
1008000,3,300,130.0,-37.8974,145.0539
625000,2,78,,-37.8967,145.0627
700000,2,106,,-37.8881,145.0535
545000,2,109,,-37.8971,145.0597
1170000,3,0,170.0,-37.8977,145.0493
1830000,3,687,237.0,-37.8931,145.0479
250000,1,0,34.0,-37.8982,145.0625
930000,2,166,170.0,-37.8982,145.0488
465000,2,0,56.0,-37.8881,145.0558
1646000,3,721,,-37.8909,145.0648
460000,2,0,,-37.8936,145.056
1550000,4,757,133.0,-37.8925,145.0541
707000,2,144,96.0,-37.892,145.0482
804000,2,0,86.0,-37.9,145.0548
1200000,3,588,,-37.8937,145.0648
1501000,3,598,201.0,-37.9037,145.0588
950000,3,586,,-37.888,145.0505
970000,3,325,223.0,-37.8933,145.0546
345000,1,0,,-37.8968,145.0609
817500,2,211,102.0,-37.8856,145.0599
1450000,4,557,200.0,-37.8955,145.0515
1000000,3,390,,-37.8905,145.0518
855000,2,158,106.0,-37.8886,145.052
675000,2,0,90.0,-37.8973,145.0625
588000,2,133,71.0,-37.89,145.0559
455000,2,0,73.0,-37.8897,145.0524
602500,3,0,,-37.8893,145.0589
662000,4,0,,-37.8873,145.0572
1420000,3,554,,-37.8934,145.0599
920000,3,283,250.0,-37.8974,145.0622
1287000,3,620,,-37.9031,145.0578
656000,2,103,82.0,-37.8873,145.0559
930000,2,264,110.0,-37.8864,145.0561
415000,2,0,64.0,-37.8889,145.048
650000,2,174,80.0,-37.8978,145.062
1360000,3,282,182.0,-37.8953,145.0567
380000,2,0,,-37.8957,145.0599
765000,2,134,,-37.8987,145.0557
1423000,4,838,,-37.8972,145.0617
1900000,5,564,,-37.8957,145.0487
907000,2,316,2.0,-37.8854,145.0636
350000,1,0,53.0,-37.8894,145.0508
1430000,3,603,166.0,-37.9023,145.0568
983500,2,333,,-37.8867,145.0653
1490000,3,371,167.0,-37.8871,145.052
572000,2,0,,-37.8873,145.0572
990000,3,0,,-37.8927,145.0644
1100000,4,305,,-37.8978,145.0506
1125000,3,604,120.0,-37.8993,145.0528
601000,2,132,,-37.8959,145.06
1410000,4,650,,-37.9011,145.051
405000,2,967,72.0,-37.8843,145.0531
1655000,4,595,221.0,-37.8916,145.0543
1910000,3,720,,-37.8922,145.0544
808000,3,111,116.0,-37.8889,145.0495
1252000,3,376,,-37.8896,145.0492
370000,2,0,68.0,-37.8959,145.0639
1880000,3,932,270.0,-37.8975,145.0478
896000,2,543,544.0,-37.898,145.0528
1802100,4,366,,-37.8868,145.0625
585000,2,108,67.0,-37.8973,145.0596
450000,2,0,72.0,-37.8999,145.0575
737000,2,165,,-37.8927,145.0539
860000,3,277,135.0,-37.8978,145.0624
605000,2,0,70.0,-37.8956,145.0613
1300000,2,640,,-37.891,145.0636
1518000,3,454,275.0,-37.8869,145.0628
632500,2,99,98.0,-37.8946,145.0588
435000,2,0,60.0,-37.8986,145.0567
468250,2,912,75.0,-37.8936,145.056
1716000,2,817,130.0,-37.9007,145.047
270000,1,0,,-37.886,145.0659
365000,1,0,48.0,-37.8887,145.048
340000,1,0,,-37.8894,145.0508
722500,2,0,100.0,-37.8865,145.0302
1600000,4,812,,-37.8864,145.0326
1665000,5,593,,-37.8849,145.0341
323000,1,820,,-37.8866,145.0322
550000,2,806,78.0,-37.8852,145.024
638000,2,0,,-37.8862,145.0175
131000,4,499,155.0,-37.8864,145.0242
1090000,2,275,,-37.885,145.0189
1365000,3,513,,-37.8678,145.027
1750000,3,692,313.0,-37.8629,145.019
580000,2,934,68.0,-37.8607,145.0116
2005000,4,361,237.0,-37.8694,145.0296
523000,2,0,,-37.8694,145.0246
420000,2,0,56.0,-37.861,145.0136
290000,1,952,43.0,-37.8744,145.0371
608000,2,0,,-37.8607,145.0112
570000,2,0,67.0,-37.8625,145.0103
520500,2,0,,-37.8681,145.0258
1400000,3,270,139.0,-37.868,145.0269
2830000,4,723,,-37.8672,145.0225
722000,2,0,,-37.8607,145.0116
450000,2,1092,63.0,-37.8647,145.0232
1870000,3,339,,-37.8622,145.0112
622000,2,934,,-37.8607,145.0116
536000,2,771,82.0,-37.8686,145.0239
2625000,4,836,,-37.8696,145.0323
570000,2,0,,-37.8652,145.0198
550000,2,0,67.0,-37.8609,145.0126
2170000,4,810,215.0,-37.8698,145.0325
1577500,3,357,144.0,-37.8896,145.0307
1460000,3,451,121.0,-37.8874,145.019
275500,1,0,44.0,-37.8961,145.0132
1065000,2,273,114.0,-37.895,145.022
1470000,3,296,,-37.8906,145.0224
1012000,2,0,,-37.9002,145.027
599000,3,88,100.0,-37.8997,145.0168
1160500,3,358,,-37.8965,145.0269
650000,2,100,,-37.8912,145.0289
1170000,3,359,120.0,-37.8898,145.0196
1314000,3,339,,-37.8906,145.0221
1030000,4,216,165.0,-37.8887,145.0318
1225000,2,284,99.0,-37.8958,145.0215
1450000,2,478,120.0,-37.8893,145.0161
1774500,4,575,256.0,-37.8993,145.0254
525500,2,831,80.0,-37.8974,145.0294
1960000,5,708,,-37.8923,145.0177
825000,2,367,85.0,-37.8995,145.0241
1262000,4,464,272.0,-37.8901,145.0224
1110000,3,299,,-37.8891,145.0294
1410000,4,342,,-37.8957,145.0196
1303500,3,699,,-37.8936,145.0366
1115000,2,402,,-37.8967,145.0313
1340000,2,505,117.0,-37.8928,145.0149
1200000,3,494,135.0,-37.9027,145.0322
1570000,3,520,,-37.8889,145.0151
1001000,2,255,85.0,-37.8887,145.0207
1330000,3,312,123.0,-37.8893,145.0196
290000,1,0,,-37.8943,145.0145
1570000,3,641,215.0,-37.9012,145.035
1916000,4,630,205.0,-37.8894,145.0145
500000,2,90,,-37.8996,145.0169
752000,3,182,,-37.8786,145.1015
1507000,4,600,,-37.8891,145.1002
890000,4,288,158.0,-37.8801,145.1051
700000,2,224,94.0,-37.8738,145.1054
1000000,3,606,,-37.8784,145.0958
865000,3,277,143.0,-37.8796,145.1044
1042500,4,209,160.0,-37.8805,145.105
1002000,2,585,97.0,-37.8792,145.0948
992000,3,586,,-37.8805,145.0978
650000,3,160,101.0,-37.8859,145.0934
965000,4,273,182.0,-37.8742,145.105
920000,4,515,,-37.8837,145.106
1301000,3,620,88.0,-37.8812,145.105
1415500,3,1033,164.0,-37.8738,145.1095
705000,2,842,,-37.8859,145.0979
1260000,4,500,277.0,-37.8845,145.1027
1460000,3,705,,-37.8746,145.1071
1000000,3,630,105.0,-37.8838,145.102
845000,3,177,111.0,-37.8824,145.1042
881000,3,188,137.0,-37.8781,145.0955
1270000,3,187,,-37.7902,144.9894
780000,2,155,85.0,-37.7934,144.9922
1060000,3,193,98.0,-37.7899,144.9984
930000,3,124,116.0,-37.7934,144.9923
1420000,2,180,,-37.7898,144.9903
1075000,2,174,85.0,-37.7928,144.9987
1105000,2,185,84.0,-37.7927,144.9981
1209000,2,140,97.0,-37.7919,144.9884
3010000,4,382,250.0,-37.7897,144.9992
1435000,2,239,96.0,-37.7918,144.997
1417000,2,197,,-37.7924,145.0002
1290000,2,164,99.0,-37.7912,144.9967
1226000,3,0,,-37.7917,144.9902
495000,2,515,50.0,-37.7875,145.0049
325000,1,0,,-37.7873,144.9958
1370000,3,176,135.0,-37.7921,144.9898
1620000,2,251,,-37.787,144.9988
1180000,3,142,,-37.7928,145.0021
1405000,2,219,,-37.7882,144.9984
880000,2,100,,-37.7923,144.9858
1450000,2,156,107.0,-37.7892,144.9999
856000,2,170,,-37.7936,144.995
885500,2,0,136.0,-37.7937,144.9983
1680000,3,201,,-37.7884,145.0
730000,2,103,,-37.7898,144.9957
825000,3,67,119.0,-37.7946,144.9989
533000,2,0,,-37.7931,144.9938
1430000,2,151,,-37.7912,144.9963
1506000,4,162,169.0,-37.7885,144.9994
1150000,3,169,,-37.7925,144.9877
1360000,3,118,118.0,-37.7921,144.9858
640000,2,0,,-37.7873,144.9961
850000,2,371,93.0,-37.735,144.9589
784000,2,286,110.0,-37.7427,144.952
680000,3,702,108.0,-37.7391,144.9812
1221000,4,596,,-37.7456,144.9696
807000,2,0,176.0,-37.7546,144.9713
790000,3,371,,-37.7435,144.9507
955000,4,295,,-37.7374,144.9617
675000,3,142,123.0,-37.7382,144.973
1010000,3,278,278.0,-37.7494,144.9686
1202000,3,423,140.0,-37.7493,144.9559
1370000,3,233,180.0,-37.7549,144.9611
550000,2,0,,-37.7358,144.9801
1000000,3,370,110.0,-37.744,144.9501
935500,3,386,,-37.7364,144.96
2250000,4,983,,-37.7517,144.9699
145000,3,536,164.0,-37.7555,144.9658
905000,3,439,,-37.7363,144.9507
860000,3,283,109.0,-37.7416,144.9582
953000,2,170,101.0,-37.7508,144.9608
735000,2,280,93.0,-37.7429,144.952
550000,3,0,168.0,-37.7372,144.9764
1100000,3,576,,-37.7432,144.9474
947000,3,372,125.0,-37.735,144.9581
500000,2,0,74.0,-37.7405,144.9644
865000,3,263,,-37.7546,144.9713
466000,2,0,62.0,-37.7527,144.9522
740000,3,255,164.0,-37.7546,144.9713
812000,3,370,130.0,-37.7561,144.9718
766000,3,378,124.0,-37.7561,144.9716
825000,2,374,118.0,-37.7561,144.9715
1131000,4,494,300.0,-37.7359,144.9711
1064000,3,417,178.0,-37.7478,144.9583
610000,2,114,,-37.7466,144.9482
1210000,3,379,125.0,-37.7544,144.9764
434000,2,0,80.0,-37.7405,144.9644
653000,2,129,107.0,-37.7422,144.9606
640000,3,119,109.0,-37.7403,144.9491
820000,2,597,,-37.7402,144.9807
1250000,4,613,,-37.7433,144.9762
1335000,5,390,,-37.7376,144.9726
1900000,6,1060,,-37.7523,144.9725
1090000,3,464,,-37.753,144.9485
1130000,3,735,127.0,-37.7379,144.9623
1145000,4,480,,-37.7402,144.9607
657000,2,138,,-37.7427,144.9711
763000,3,107,110.0,-37.7517,144.963
903000,2,253,94.0,-37.7484,144.9521
1000000,3,431,117.0,-37.75,144.9695
1742000,3,482,256.0,-37.7529,144.9534
865000,4,452,125.0,-37.7525,144.948
485000,2,0,96.0,-37.7367,144.9701
1278000,3,405,156.0,-37.7464,144.959
590000,3,0,109.0,-37.7458,144.9751
1000000,4,381,,-37.7337,144.9548
590000,3,0,168.0,-37.7372,144.9764
1030000,3,404,,-37.7504,144.9537
1136000,4,420,146.0,-37.7501,144.962
635000,2,97,95.0,-37.7516,144.9623
1061000,3,527,,-37.7359,144.9502
1155000,4,370,,-37.7431,144.956
650000,3,312,,-37.7362,144.9714
1286000,3,435,,-37.7477,144.9483
885000,3,255,,-37.7493,144.9701
1160000,4,371,,-37.7436,144.962
1400000,4,856,189.0,-37.7432,144.9481
470000,2,0,,-37.7379,144.9683
1260000,3,407,230.0,-37.7471,144.9579
920000,2,157,,-37.7464,144.9676
841000,3,385,98.0,-37.734,144.9603
537500,2,0,73.0,-37.7435,144.9563
1130000,2,520,,-37.7543,144.9717
598000,2,108,100.0,-37.7379,144.9617
1120000,3,293,180.0,-37.7481,144.9663
870000,3,371,100.0,-37.735,144.9558
680000,2,462,72.0,-37.7448,144.9478
482500,1,108,,-37.7554,144.9648
825000,3,577,131.0,-37.7459,144.9773
725000,3,238,131.0,-37.7539,144.9612
1250000,4,515,249.0,-37.7537,144.9766
1008000,2,457,89.0,-37.7505,144.9725
599000,2,76,,-37.7474,144.9621
860000,2,483,,-37.7509,144.9696
990000,4,488,142.0,-37.7537,144.9532
451000,2,0,72.0,-37.752,144.954
635000,2,339,149.0,-37.7404,144.9559
1020000,5,381,286.0,-37.7492,144.969
967000,3,169,,-37.7494,144.9681
1025000,3,336,112.0,-37.7408,144.9558
700000,3,138,102.0,-37.7406,144.9555
1130000,3,206,80.0,-37.7382,144.9563
835000,3,385,,-37.7376,144.9638
1075000,4,531,187.0,-37.7473,144.9528
845000,3,221,,-37.748,144.9603
600000,3,102,95.0,-37.736,144.9665
1461000,4,571,,-37.7535,144.9779
1150000,4,43,205.0,-37.7456,144.9469
515000,2,0,70.0,-37.7474,144.9608
770000,4,408,,-37.7366,144.9564
472000,2,500,69.0,-37.747,144.9515
901000,2,545,107.0,-37.7445,144.9471
642000,2,167,,-37.7477,144.9647
605000,2,0,13.0,-37.7519,144.9721
687000,3,116,140.0,-37.7454,144.9487
975000,4,307,203.0,-37.748,144.9602
985000,3,309,,-37.7434,144.9697
835000,3,459,,-37.7388,144.9529
951000,3,342,,-37.743,144.956
1370000,3,563,130.0,-37.7493,144.978
700000,2,381,92.0,-37.74,144.9516
810000,3,213,131.0,-37.7461,144.9584
445000,2,0,,-37.7336,144.9597
838000,4,576,147.0,-37.7369,144.9637
810000,2,370,,-37.7489,144.9598
1150000,4,633,164.0,-37.7531,144.9504
931000,3,412,160.0,-37.7432,144.9768
241000,1,0,62.0,-37.7463,144.9635
1331000,3,394,,-37.7534,144.9679
1007000,1,807,1.0,-37.7373,144.9825
981000,2,263,114.0,-37.7493,144.97
570000,2,0,86.0,-37.7367,144.9701
500000,2,113,70.0,-37.7424,144.961
830000,3,559,,-37.7384,144.9617
1194500,2,537,,-37.7443,144.9494
425000,2,0,,-37.7363,144.9723
645000,2,702,,-37.7517,144.9795
895000,4,661,,-37.7246,144.9828
655000,3,404,98.0,-37.7305,144.9803
631000,3,178,120.0,-37.7297,144.9645
600000,2,145,105.0,-37.7295,144.9641
820000,4,498,,-37.7329,144.9721
715000,3,173,120.0,-37.7308,144.9832
735000,3,427,,-37.7303,144.9773
864000,3,565,115.0,-37.7283,144.969
700000,3,626,108.0,-37.7201,144.9696
735000,4,302,,-37.7271,144.9842
591000,2,0,86.0,-37.721,144.9527
860000,2,586,145.0,-37.7205,144.9659
765000,2,563,116.0,-37.723,144.96
625000,3,104,138.0,-37.7307,144.9826
745000,2,526,90.0,-37.732,144.9832
1050000,4,501,258.0,-37.7266,144.9823
782000,3,576,,-37.7269,144.9654
935000,2,833,107.0,-37.7297,144.9654
1009000,4,590,,-37.7197,144.9585
820000,2,629,120.0,-37.7276,144.9688
780000,3,307,96.0,-37.7215,144.9533
707000,3,556,129.0,-37.7305,144.9605
772000,3,367,,-37.728,144.963
745000,3,473,,-37.7316,144.9789
532500,2,168,,-37.73,144.9629
750000,3,310,,-37.7305,144.9809
815000,3,376,,-37.7295,144.982
637000,3,498,97.0,-37.7323,144.9833
950000,4,298,231.0,-37.7308,144.9836
780000,3,677,,-37.7297,144.9648
860000,3,472,134.0,-37.734,144.9728
1172000,5,425,37.0,-37.7302,144.9816
530000,2,332,,-37.7187,144.9564
570000,2,186,,-37.7263,144.9843
2000000,4,973,,-37.7284,144.9843
650000,3,407,95.0,-37.7351,144.9833
792000,4,320,131.0,-37.7242,144.9612
720000,3,499,105.0,-37.7236,144.9576
970000,3,575,129.0,-37.7307,144.9704
750000,2,115,,-37.7968,144.9891
890000,2,178,70.0,-37.7974,144.9915
1260000,2,0,129.0,-37.8042,144.9845
855000,2,2886,122.0,-37.8042,144.9845
1260000,3,167,,-37.7962,144.9866
1320000,2,0,,-37.7969,144.9885
1430000,2,231,,-37.7969,144.9905
1125000,3,0,151.0,-37.8083,144.9908
950000,3,15900,,-37.8035,144.985
910000,2,0,97.0,-37.8035,144.985
452000,1,816,53.0,-37.802,144.9848
440000,1,2773,,-37.802,144.9854
415000,1,3701,62.0,-37.809,144.9911
1015000,2,117,,-37.7948,144.9861
372000,1,0,65.0,-37.809,144.9911
1326000,3,0,190.0,-37.8032,144.9842
910000,3,171,,-37.8006,144.9925
1230000,2,0,153.0,-37.8042,144.9845
855000,2,130,80.0,-37.7953,144.9882
457000,1,406,49.0,-37.796,144.9911
897500,3,82,82.0,-37.7961,144.9873
865000,2,0,,-37.8035,144.985
1265000,3,282,112.0,-37.7985,144.9883
1260000,2,116,,-37.8067,144.984
1075000,3,183,104.0,-37.7948,144.9875
1470000,3,0,,-37.8037,144.9846
366000,1,0,44.0,-37.796,144.9911
461000,1,0,,-37.8035,144.985
981000,2,188,107.0,-37.7964,144.9923
683000,2,0,92.0,-37.8035,144.985
1470000,3,150,,-37.7968,144.9924
670000,2,118,,-37.7976,144.993
430000,1,0,52.0,-37.8019,144.9845
515000,2,816,,-37.802,144.9848
1000000,2,159,86.0,-37.7962,144.9887
887500,3,81,82.0,-37.7961,144.9874
713500,2,1060,88.0,-37.7954,144.9868
1500000,2,0,159.0,-37.8042,144.9845
672000,2,0,60.0,-37.8046,144.984
1215000,3,0,,-37.8035,144.985
800000,2,0,91.0,-37.8026,144.9848
1645000,4,0,2.0,-37.8046,144.9858
450000,2,0,,-37.7988,144.9912
860000,2,0,114.0,-37.8035,144.985
1924500,4,1157,,-37.7779,145.127
492500,2,65,,-37.7887,145.1438
1403000,3,727,123.0,-37.7942,145.1218
1408000,4,725,,-37.7891,145.1073
855000,4,242,,-37.7915,145.1258
1450000,3,638,115.0,-37.7912,145.1248
1461800,5,660,,-37.7791,145.1328
1396000,4,658,138.0,-37.7827,145.1358
1535000,5,681,,-37.7722,145.1309
1125000,3,819,173.0,-37.781,145.1036
700000,3,0,119.0,-37.7862,145.1235
1152000,4,336,176.0,-37.794,145.1178
1868000,3,925,218.0,-37.7869,145.1183
920000,4,655,,-37.7798,145.1319
1050000,4,317,194.0,-37.7815,145.1279
910000,3,299,135.0,-37.7929,145.1338
1850000,3,1073,143.0,-37.7772,145.1157
1225000,4,740,185.0,-37.7912,145.1127
1316000,4,716,155.0,-37.778,145.1173
400000,2,0,,-37.7868,145.1223
1400000,5,656,320.0,-37.7752,145.1317
2168000,5,669,395.0,-37.7808,145.1185
1430000,4,655,170.0,-37.782,145.1194
1250000,4,780,,-37.7955,145.139
772000,3,203,109.0,-37.7776,145.1267
2000000,4,507,,-37.7738,145.1308
1300000,3,657,,-37.7946,145.1375
1468000,4,806,170.0,-37.7939,145.1392
1275000,3,720,,-37.79,145.1309
1200000,4,657,,-37.7856,145.1374
655000,3,0,,-37.7826,145.1274
1310000,3,1157,,-37.7934,145.1336
753000,3,241,105.0,-37.7743,145.1093
1250000,4,767,,-37.7735,145.1044
1140000,3,679,,-37.7915,145.1224
1180000,3,657,,-37.7807,145.1193
746000,3,118,106.0,-37.7863,145.106
1485000,3,731,140.0,-37.7892,145.131
1190000,3,658,140.0,-37.7816,145.1066
900000,2,366,150.0,-37.792,145.1077
1250000,3,728,150.0,-37.7813,145.1318
1030000,3,827,100.0,-37.7848,145.1029
985000,4,182,160.0,-37.7888,145.138
1300000,3,651,119.0,-37.7827,145.1051
522500,2,145,,-37.7874,145.1043
1510000,4,659,,-37.7903,145.1107
1460000,4,840,,-37.78,145.1145
958000,3,0,,-37.7814,145.1273
1462500,4,654,160.0,-37.7795,145.1294
1430000,3,811,,-37.7927,145.1386
1350000,4,711,,-37.7887,145.1086
1250000,3,900,195.0,-37.7902,145.1344
1460800,4,654,305.0,-37.7856,145.1088
1152500,3,648,129.0,-37.7798,145.1368
1650000,5,500,429.0,-37.7863,145.1105
1474000,4,753,,-37.7753,145.1114
800000,3,267,,-37.7882,145.1315
1391000,3,764,175.0,-37.7934,145.1207
452000,2,67,68.0,-37.7887,145.1436
1322000,5,729,,-37.7932,145.1123
1102200,3,233,175.0,-37.7881,145.1371
1401000,4,650,261.0,-37.7785,145.1212
1782000,4,586,306.0,-37.7739,145.1287
735000,3,302,,-37.7809,145.1061
1520000,4,657,275.0,-37.7954,145.1379
990000,2,746,,-37.7933,145.1417
1020000,3,725,,-37.7945,145.1172
878000,3,0,163.0,-37.7901,145.1341
973500,4,234,160.0,-37.7932,145.1275
751800,3,109,120.0,-37.7749,145.1138
1100000,3,771,169.0,-37.7765,145.117
1202000,3,649,150.0,-37.7794,145.1224
1362000,3,798,132.0,-37.7894,145.1333
1810000,4,769,240.0,-37.7781,145.1337
826000,3,192,278.0,-37.7837,145.1027
900000,4,385,,-37.7774,145.1205
888000,3,192,,-37.7942,145.1256
1901000,3,963,225.0,-37.7674,145.0518
1650000,4,724,327.0,-37.7594,145.0594
1816000,3,846,180.0,-37.7666,145.0591
525000,2,79,70.0,-37.7612,145.0663
2050000,4,723,290.0,-37.7615,145.0705
1930000,5,939,236.0,-37.7659,145.0585
2850000,2,1777,,-37.7676,145.0597
2600000,3,871,322.0,-37.7612,145.0676
600000,2,112,95.0,-37.7669,145.0521
1601000,3,872,136.0,-37.7618,145.0649
1100000,3,555,300.0,-37.7585,145.0568
2550000,4,1484,478.0,-37.769,145.0616
1190000,3,0,148.0,-37.7623,145.0569
2012000,4,597,245.0,-37.765,145.0646
2309000,4,1177,291.0,-37.7652,145.0687
900000,2,239,110.0,-37.8845,144.999
1625000,3,447,181.0,-37.8912,145.0138
906000,2,221,,-37.8829,145.0129
1100000,4,147,159.0,-37.8852,144.9997
930000,2,295,,-37.8904,145.013
1755000,3,391,173.0,-37.8885,145.0133
1400000,4,489,150.0,-37.8916,145.0123
1240000,3,319,123.0,-37.8922,145.0112
700000,2,99,92.0,-37.8951,145.0085
591000,2,815,62.0,-37.8857,145.0136
537000,2,0,79.0,-37.8838,145.0095
1805000,3,347,,-37.8833,145.0118
800000,3,331,112.0,-37.8847,144.9992
965000,3,275,119.0,-37.8859,144.9994
1160000,2,155,137.0,-37.8887,145.0046
820000,3,108,3.0,-37.8858,145.0012
2600000,4,527,184.0,-37.883,145.0043
900000,2,198,,-37.8824,145.0133
1390000,3,463,102.0,-37.8879,145.0134
1071000,3,179,125.0,-37.8961,145.0125
1800000,3,492,181.0,-37.8789,145.0048
2345000,3,419,204.0,-37.8817,145.0126
741000,3,0,1561.0,-37.8829,145.0033
626000,2,1764,100.0,-37.8889,145.0043
2160000,3,590,185.0,-37.8807,145.0005
3000000,4,661,204.0,-37.8844,145.0117
1500000,3,195,,-37.8831,145.0127
1650000,1,386,185.0,-37.883,144.999
850000,3,108,142.0,-37.8861,145.0014
1750000,3,517,207.0,-37.8813,145.0063
1450000,3,351,108.0,-37.8832,145.0133
2806000,4,669,255.0,-37.8871,145.0081
782000,3,0,95.0,-37.8921,145.0106
1007000,4,125,200.0,-37.8855,145.001
1450000,4,376,192.0,-37.892,145.008
500000,1,0,59.0,-37.8822,144.9994
2600000,5,701,273.0,-37.8897,145.008
895000,2,147,81.0,-37.8849,144.9993
751000,2,0,,-37.8868,145.0
2050000,3,420,270.0,-37.8891,145.0102
1605000,3,418,152.0,-37.8831,145.0153
577000,2,0,,-37.8889,145.0043
520000,1,0,51.0,-37.8761,144.9871
1350000,3,1170,,-37.8831,144.9801
392500,1,0,,-37.882,144.9785
507000,2,0,79.0,-37.8752,144.9911
525000,2,553,83.0,-37.8802,144.9942
2116000,3,463,,-37.8787,144.985
750000,2,0,71.0,-37.8791,144.9923
510000,1,0,60.0,-37.8857,144.9884
599999,2,0,,-37.8808,144.9847
300000,1,0,33.0,-37.8749,144.9842
1395000,3,400,126.0,-37.8829,144.9797
855000,2,1966,85.0,-37.8725,144.9848
1050000,2,2381,,-37.8831,144.9841
955000,2,2925,,-37.8867,144.9836
680000,2,510,,-37.881,144.9837
1911000,3,327,,-37.8846,144.9879
790000,2,0,85.0,-37.8794,144.9938
550000,2,0,68.0,-37.8839,144.9855
357000,1,0,50.0,-37.8785,144.9885
685000,2,0,,-37.8818,144.9918
1210000,2,163,92.0,-37.8778,144.9904
